rel_path,assigned_label,fold,pct_models_agree,majority_prediction,majority_votes,mean_conf_majority,runner_up,verdict_blank
test/sadness/train_sadness_0047.jpg,sadness,0,0.0,fear,12,0.711,,
test/surprise/train_surprise_0011.jpg,surprise,0,0.0,natural,11,0.731,sadness:1,
test/surprise/train_surprise_0017.jpg,surprise,0,0.0,natural,11,0.746,sadness:1,
train/anger/train_anger_0066.jpg,anger,1,0.0,sadness,12,0.816,,
train/anger/train_anger_0122.jpg,anger,1,0.0,fear,5,0.548,sadness:4,
train/anger/train_anger_0039.jpg,anger,1,0.0,sadness,10,0.669,joy:2,
train/anger/train_anger_0103.jpg,anger,1,0.0,sadness,12,0.72,,
train/fear/train_fear_0042.jpg,fear,1,0.0,anger,12,0.769,,
train/fear/train_fear_0051.jpg,fear,1,0.0,natural,8,0.673,sadness:4,
train/fear/test_fear_0026.jpg,fear,1,0.0,sadness,10,0.446,natural:2,
train/fear/train_fear_0045.jpg,fear,1,0.0,natural,12,0.63,,
train/joy/train_joy_0446.jpg,joy,1,0.0,natural,11,0.624,surprise:1,
train/joy/train_joy_0431.jpg,joy,1,0.0,natural,11,0.69,sadness:1,
train/joy/train_joy_0100.jpg,joy,1,0.0,surprise,12,0.909,,
train/joy/train_joy_0466.jpg,joy,1,0.0,natural,12,0.821,,
train/joy/train_joy_0516.jpg,joy,1,0.0,sadness,8,0.445,natural:4,
train/natural/test_natural_0052.jpg,natural,1,0.0,anger,12,0.791,,
train/natural/train_natural_0091.jpg,natural,1,0.0,anger,12,0.768,,
train/natural/test_natural_0114.jpg,natural,1,0.0,surprise,11,0.767,sadness:1,
train/natural/train_natural_0109.jpg,natural,1,0.0,anger,12,0.724,,
train/sadness/train_sadness_0293.jpg,sadness,1,0.0,fear,12,0.745,,
train/sadness/train_sadness_0042.jpg,sadness,1,0.0,anger,12,0.755,,
train/sadness/train_sadness_0156.jpg,sadness,1,0.0,anger,12,0.662,,
train/sadness/train_sadness_0231.jpg,sadness,1,0.0,fear,12,0.81,,
train/sadness/train_sadness_0194.jpg,sadness,1,0.0,anger,12,0.796,,
train/sadness/train_sadness_0009.jpg,sadness,1,0.0,anger,12,0.734,,
train/sadness/train_sadness_0124.jpg,sadness,1,0.0,anger,12,0.721,,
train/sadness/test_sadness_0017.jpg,sadness,1,0.0,surprise,11,0.622,natural:1,
train/sadness/train_sadness_0102.jpg,sadness,1,0.0,fear,12,0.735,,
train/sadness/train_sadness_0215.jpg,sadness,1,0.0,surprise,12,0.836,,
train/sadness/test_sadness_0236.jpg,sadness,1,0.0,surprise,12,0.814,,
train/sadness/train_sadness_0227.jpg,sadness,1,0.0,fear,7,0.604,surprise:5,
train/sadness/train_sadness_0195.jpg,sadness,1,0.0,anger,12,0.686,,
train/sadness/train_sadness_0079.jpg,sadness,1,0.0,natural,12,0.769,,
train/sadness/train_sadness_0110.jpg,sadness,1,0.0,anger,12,0.815,,
train/sadness/train_sadness_0085.jpg,sadness,1,0.0,fear,12,0.883,,
train/sadness/train_sadness_0197.jpg,sadness,1,0.0,surprise,6,0.554,natural:6,
train/sadness/train_sadness_0101.jpg,sadness,1,0.0,anger,12,0.732,,
train/sadness/train_sadness_0050.jpg,sadness,1,0.0,anger,12,0.644,,
train/sadness/train_sadness_0163.jpg,sadness,1,0.0,anger,12,0.567,,
train/sadness/train_sadness_0243.jpg,sadness,1,0.0,fear,12,0.823,,
train/sadness/train_sadness_0177.jpg,sadness,1,0.0,anger,12,0.747,,
train/sadness/train_sadness_0087.jpg,sadness,1,0.0,fear,12,0.797,,
train/sadness/train_sadness_0066.jpg,sadness,1,0.0,surprise,12,0.854,,
train/sadness/train_sadness_0248.jpg,sadness,1,0.0,anger,12,0.694,,
train/sadness/train_sadness_0075.jpg,sadness,1,0.0,fear,12,0.853,,
train/sadness/train_sadness_0206.jpg,sadness,1,0.0,fear,12,0.916,,
train/sadness/train_sadness_0053.jpg,sadness,1,0.0,anger,12,0.763,,
train/sadness/train_sadness_0192.jpg,sadness,1,0.0,anger,12,0.657,,
train/surprise/train_surprise_0072.jpg,surprise,1,0.0,fear,12,0.878,,
train/surprise/test_surprise_0083.jpg,surprise,1,0.0,fear,12,0.818,,
train/surprise/train_surprise_0096.jpg,surprise,1,0.0,sadness,12,0.79,,
train/surprise/train_surprise_0016.jpg,surprise,1,0.0,sadness,12,0.769,,
valid/anger/train_anger_0000.jpg,anger,1,0.0,natural,8,0.549,joy:3,
valid/joy/train_joy_0024.jpg,joy,1,0.0,natural,12,0.795,,
valid/natural/train_natural_0003.jpg,natural,1,0.0,surprise,12,0.942,,
valid/sadness/train_sadness_0004.jpg,sadness,1,0.0,anger,12,0.775,,
valid/sadness/test_sadness_0014.jpg,sadness,1,0.0,anger,12,0.76,,
valid/sadness/train_sadness_0013.jpg,sadness,1,0.0,anger,12,0.771,,
valid/sadness/train_sadness_0007.jpg,sadness,1,0.0,fear,12,0.806,,
test/anger/train_anger_0012.jpg,anger,1,0.0,sadness,12,0.714,,
test/fear/test_fear_0005.jpg,fear,1,0.0,sadness,12,0.831,,
test/natural/train_natural_0011.jpg,natural,1,0.0,joy,12,0.894,,
test/sadness/train_sadness_0015.jpg,sadness,1,0.0,anger,12,0.696,,
test/sadness/train_sadness_0059.jpg,sadness,1,0.0,fear,12,0.846,,
test/sadness/train_sadness_0039.jpg,sadness,1,0.0,joy,11,0.809,anger:1,
test/sadness/train_sadness_0012.jpg,sadness,1,0.0,fear,12,0.859,,
test/sadness/test_sadness_0011.jpg,sadness,1,0.0,fear,12,0.878,,
test/surprise/train_surprise_0009.jpg,surprise,1,0.0,sadness,11,0.746,anger:1,
train/anger/train_anger_0043.jpg,anger,2,0.0,sadness,12,0.765,,
train/anger/test_anger_0095.jpg,anger,2,0.0,sadness,12,0.785,,
train/fear/train_fear_0021.jpg,fear,2,0.0,sadness,7,0.496,natural:5,
train/joy/train_joy_0026.jpg,joy,2,0.0,natural,10,0.656,surprise:1,
train/joy/train_joy_0069.jpg,joy,2,0.0,natural,12,0.949,,
train/joy/test_joy_0314.jpg,joy,2,0.0,anger,12,0.794,,
train/natural/train_natural_0009.jpg,natural,2,0.0,fear,12,0.823,,
train/natural/train_natural_0003.jpg,natural,2,0.0,surprise,7,0.592,sadness:5,
train/natural/train_natural_0015.jpg,natural,2,0.0,anger,7,0.624,sadness:5,
train/natural/train_natural_0141.jpg,natural,2,0.0,sadness,12,0.774,,
train/sadness/train_sadness_0284.jpg,sadness,2,0.0,anger,12,0.848,,
train/sadness/train_sadness_0153.jpg,sadness,2,0.0,fear,12,0.786,,
train/sadness/train_sadness_0062.jpg,sadness,2,0.0,natural,10,0.518,surprise:2,
train/sadness/test_sadness_0092.jpg,sadness,2,0.0,anger,12,0.691,,
train/sadness/train_sadness_0151.jpg,sadness,2,0.0,anger,12,0.736,,
train/sadness/train_sadness_0058.jpg,sadness,2,0.0,fear,12,0.769,,
train/sadness/train_sadness_0247.jpg,sadness,2,0.0,fear,12,0.761,,
train/sadness/train_sadness_0265.jpg,sadness,2,0.0,natural,9,0.623,joy:3,
train/sadness/train_sadness_0285.jpg,sadness,2,0.0,anger,12,0.703,,
train/sadness/train_sadness_0140.jpg,sadness,2,0.0,anger,12,0.74,,
train/sadness/train_sadness_0240.jpg,sadness,2,0.0,anger,12,0.753,,
train/sadness/train_sadness_0307.jpg,sadness,2,0.0,anger,12,0.804,,
train/sadness/train_sadness_0147.jpg,sadness,2,0.0,anger,12,0.824,,
train/sadness/train_sadness_0190.jpg,sadness,2,0.0,fear,12,0.751,,
train/sadness/test_sadness_0013.jpg,sadness,2,0.0,fear,12,0.849,,
train/sadness/test_sadness_0161.jpg,sadness,2,0.0,anger,12,0.817,,
train/sadness/train_sadness_0273.jpg,sadness,2,0.0,fear,12,0.824,,
train/sadness/train_sadness_0207.jpg,sadness,2,0.0,anger,12,0.76,,
train/sadness/train_sadness_0297.jpg,sadness,2,0.0,anger,12,0.655,,
train/sadness/train_sadness_0144.jpg,sadness,2,0.0,anger,12,0.771,,
train/sadness/train_sadness_0246.jpg,sadness,2,0.0,fear,12,0.792,,
train/sadness/train_sadness_0115.jpg,sadness,2,0.0,anger,12,0.755,,
train/sadness/train_sadness_0072.jpg,sadness,2,0.0,anger,12,0.742,,
train/sadness/train_sadness_0162.jpg,sadness,2,0.0,anger,12,0.644,,
train/sadness/train_sadness_0278.jpg,sadness,2,0.0,fear,12,0.939,,
train/surprise/test_surprise_0099.jpg,surprise,2,0.0,joy,12,0.847,,
train/surprise/train_surprise_0051.jpg,surprise,2,0.0,sadness,12,0.645,,
train/surprise/train_surprise_0061.jpg,surprise,2,0.0,fear,12,0.791,,
valid/fear/test_fear_0009.jpg,fear,2,0.0,sadness,12,0.77,,
valid/fear/train_fear_0012.jpg,fear,2,0.0,natural,8,0.509,sadness:4,
valid/joy/train_joy_0099.jpg,joy,2,0.0,natural,12,0.939,,
valid/joy/train_joy_0098.jpg,joy,2,0.0,natural,12,0.658,,
valid/sadness/test_sadness_0062.jpg,sadness,2,0.0,anger,12,0.715,,
valid/sadness/train_sadness_0015.jpg,sadness,2,0.0,natural,12,0.805,,
valid/sadness/train_sadness_0058.jpg,sadness,2,0.0,joy,12,0.926,,
valid/sadness/train_sadness_0010.jpg,sadness,2,0.0,anger,12,0.681,,
valid/sadness/train_sadness_0040.jpg,sadness,2,0.0,fear,12,0.912,,
valid/surprise/test_surprise_0004.jpg,surprise,2,0.0,sadness,12,0.835,,
test/anger/train_anger_0029.jpg,anger,2,0.0,surprise,12,0.866,,
test/anger/test_anger_0007.jpg,anger,2,0.0,surprise,12,0.909,,
test/fear/train_fear_0009.jpg,fear,2,0.0,sadness,7,0.57,natural:5,
test/sadness/train_sadness_0062.jpg,sadness,2,0.0,fear,12,0.826,,
test/sadness/train_sadness_0037.jpg,sadness,2,0.0,fear,12,0.914,,
test/sadness/train_sadness_0067.jpg,sadness,2,0.0,anger,12,0.735,,
test/sadness/train_sadness_0063.jpg,sadness,2,0.0,fear,12,0.877,,
test/sadness/train_sadness_0004.jpg,sadness,2,0.0,anger,12,0.706,,
test/sadness/test_sadness_0027.jpg,sadness,2,0.0,anger,12,0.754,,
train/anger/train_anger_0018.jpg,anger,3,0.0,sadness,12,0.67,,
train/anger/train_anger_0123.jpg,anger,3,0.0,natural,12,0.641,,
train/anger/train_anger_0064.jpg,anger,3,0.0,sadness,12,0.818,,
train/anger/train_anger_0110.jpg,anger,3,0.0,joy,10,0.781,sadness:2,
train/anger/train_anger_0026.jpg,anger,3,0.0,natural,7,0.464,sadness:5,
train/anger/train_anger_0111.jpg,anger,3,0.0,sadness,12,0.712,,
train/anger/test_anger_0138.jpg,anger,3,0.0,natural,12,0.841,,
train/anger/train_anger_0086.jpg,anger,3,0.0,sadness,12,0.736,,
train/anger/test_anger_0003.jpg,anger,3,0.0,natural,10,0.752,sadness:1,
train/fear/train_fear_0035.jpg,fear,3,0.0,sadness,9,0.612,joy:2,
train/fear/train_fear_0040.jpg,fear,3,0.0,sadness,7,0.571,natural:5,
train/fear/train_fear_0054.jpg,fear,3,0.0,sadness,12,0.795,,
train/joy/train_joy_0277.jpg,joy,3,0.0,sadness,11,0.738,natural:1,
train/joy/train_joy_0337.jpg,joy,3,0.0,natural,7,0.63,surprise:3,
train/joy/train_joy_0398.jpg,joy,3,0.0,natural,10,0.528,surprise:2,
train/natural/train_natural_0047.jpg,natural,3,0.0,sadness,11,0.738,anger:1,
train/natural/test_natural_0122.jpg,natural,3,0.0,sadness,12,0.741,,
train/sadness/train_sadness_0200.jpg,sadness,3,0.0,natural,12,0.879,,
train/sadness/train_sadness_0016.jpg,sadness,3,0.0,surprise,12,0.699,,
train/sadness/train_sadness_0228.jpg,sadness,3,0.0,anger,12,0.849,,
train/sadness/train_sadness_0070.jpg,sadness,3,0.0,anger,12,0.735,,
train/sadness/train_sadness_0172.jpg,sadness,3,0.0,fear,12,0.938,,
train/sadness/train_sadness_0179.jpg,sadness,3,0.0,joy,12,0.723,,
train/sadness/train_sadness_0122.jpg,sadness,3,0.0,fear,10,0.671,surprise:2,
train/sadness/train_sadness_0118.jpg,sadness,3,0.0,anger,12,0.794,,
train/sadness/train_sadness_0295.jpg,sadness,3,0.0,anger,12,0.68,,
train/sadness/train_sadness_0230.jpg,sadness,3,0.0,surprise,12,0.752,,
train/sadness/test_sadness_0253.jpg,sadness,3,0.0,fear,12,0.692,,
train/sadness/train_sadness_0256.jpg,sadness,3,0.0,anger,12,0.708,,
train/sadness/train_sadness_0180.jpg,sadness,3,0.0,fear,10,0.608,anger:2,
train/sadness/train_sadness_0128.jpg,sadness,3,0.0,anger,12,0.678,,
train/sadness/train_sadness_0039.jpg,sadness,3,0.0,anger,12,0.646,,
train/sadness/train_sadness_0149.jpg,sadness,3,0.0,fear,12,0.756,,
train/sadness/train_sadness_0113.jpg,sadness,3,0.0,anger,12,0.845,,
train/sadness/train_sadness_0043.jpg,sadness,3,0.0,anger,12,0.703,,
train/sadness/train_sadness_0141.jpg,sadness,3,0.0,anger,12,0.785,,
train/sadness/train_sadness_0022.jpg,sadness,3,0.0,fear,12,0.918,,
train/surprise/train_surprise_0088.jpg,surprise,3,0.0,joy,6,0.582,natural:4,
train/surprise/test_surprise_0059.jpg,surprise,3,0.0,fear,10,0.513,sadness:2,
valid/anger/train_anger_0030.jpg,anger,3,0.0,sadness,12,0.639,,
valid/anger/train_anger_0013.jpg,anger,3,0.0,joy,10,0.823,sadness:2,
valid/joy/train_joy_0104.jpg,joy,3,0.0,natural,11,0.687,sadness:1,
valid/natural/train_natural_0026.jpg,natural,3,0.0,surprise,11,0.726,sadness:1,
valid/sadness/train_sadness_0064.jpg,sadness,3,0.0,anger,12,0.783,,
valid/sadness/train_sadness_0063.jpg,sadness,3,0.0,surprise,12,0.875,,
valid/sadness/train_sadness_0060.jpg,sadness,3,0.0,anger,12,0.673,,
valid/sadness/train_sadness_0053.jpg,sadness,3,0.0,anger,12,0.714,,
test/anger/train_anger_0016.jpg,anger,3,0.0,sadness,12,0.754,,
test/anger/train_anger_0000.jpg,anger,3,0.0,sadness,9,0.807,natural:3,
test/joy/train_joy_0070.jpg,joy,3,0.0,natural,12,0.797,,
test/natural/train_natural_0013.jpg,natural,3,0.0,sadness,12,0.748,,
test/sadness/train_sadness_0017.jpg,sadness,3,0.0,joy,12,0.693,,
test/sadness/train_sadness_0020.jpg,sadness,3,0.0,fear,12,0.732,,
test/sadness/train_sadness_0007.jpg,sadness,3,0.0,anger,12,0.663,,
test/surprise/train_surprise_0002.jpg,surprise,3,0.0,natural,7,0.606,joy:4,
test/surprise/train_surprise_0018.jpg,surprise,3,0.0,joy,12,0.903,,
train/anger/train_anger_0031.jpg,anger,4,0.0,sadness,7,0.547,joy:3,
train/anger/train_anger_0040.jpg,anger,4,0.0,sadness,8,0.565,natural:4,
train/joy/train_joy_0253.jpg,joy,4,0.0,natural,12,0.675,,
train/joy/train_joy_0326.jpg,joy,4,0.0,natural,7,0.41,surprise:3,
train/joy/test_joy_0406.jpg,joy,4,0.0,surprise,12,0.872,,
train/joy/train_joy_0198.jpg,joy,4,0.0,natural,8,0.557,sadness:4,
train/joy/train_joy_0438.jpg,joy,4,0.0,natural,12,0.681,,
train/natural/train_natural_0055.jpg,natural,4,0.0,surprise,8,0.549,sadness:4,
train/natural/train_natural_0106.jpg,natural,4,0.0,sadness,10,0.522,anger:2,
train/sadness/train_sadness_0257.jpg,sadness,4,0.0,anger,12,0.707,,
train/sadness/train_sadness_0027.jpg,sadness,4,0.0,fear,12,0.86,,
train/sadness/train_sadness_0311.jpg,sadness,4,0.0,anger,12,0.84,,
train/sadness/train_sadness_0067.jpg,sadness,4,0.0,anger,12,0.651,,
train/sadness/train_sadness_0277.jpg,sadness,4,0.0,anger,12,0.626,,
train/sadness/train_sadness_0209.jpg,sadness,4,0.0,anger,12,0.648,,
train/sadness/train_sadness_0035.jpg,sadness,4,0.0,anger,12,0.82,,
train/sadness/train_sadness_0099.jpg,sadness,4,0.0,anger,12,0.842,,
train/sadness/train_sadness_0239.jpg,sadness,4,0.0,anger,12,0.778,,
train/sadness/train_sadness_0185.jpg,sadness,4,0.0,anger,12,0.809,,
train/sadness/train_sadness_0073.jpg,sadness,4,0.0,fear,12,0.716,,
train/sadness/train_sadness_0014.jpg,sadness,4,0.0,anger,12,0.769,,
train/sadness/train_sadness_0262.jpg,sadness,4,0.0,anger,12,0.634,,
train/sadness/train_sadness_0119.jpg,sadness,4,0.0,fear,12,0.825,,
train/sadness/train_sadness_0105.jpg,sadness,4,0.0,anger,12,0.632,,
train/sadness/train_sadness_0086.jpg,sadness,4,0.0,anger,12,0.836,,
train/sadness/train_sadness_0184.jpg,sadness,4,0.0,anger,12,0.771,,
train/sadness/train_sadness_0074.jpg,sadness,4,0.0,anger,12,0.789,,
train/sadness/train_sadness_0169.jpg,sadness,4,0.0,anger,12,0.74,,
train/sadness/train_sadness_0034.jpg,sadness,4,0.0,surprise,12,0.723,,
train/sadness/test_sadness_0202.jpg,sadness,4,0.0,natural,12,0.737,,
train/sadness/train_sadness_0008.jpg,sadness,4,0.0,fear,12,0.729,,
train/sadness/test_sadness_0029.jpg,sadness,4,0.0,anger,12,0.646,,
train/sadness/train_sadness_0255.jpg,sadness,4,0.0,joy,12,0.751,,
train/sadness/train_sadness_0071.jpg,sadness,4,0.0,anger,12,0.71,,
train/surprise/train_surprise_0030.jpg,surprise,4,0.0,natural,7,0.633,sadness:4,
train/surprise/train_surprise_0079.jpg,surprise,4,0.0,joy,12,0.835,,
valid/joy/train_joy_0038.jpg,joy,4,0.0,natural,12,0.846,,
valid/natural/train_natural_0019.jpg,natural,4,0.0,joy,12,0.794,,
valid/sadness/test_sadness_0068.jpg,sadness,4,0.0,anger,12,0.778,,
valid/sadness/test_sadness_0035.jpg,sadness,4,0.0,fear,11,0.661,surprise:1,
valid/sadness/train_sadness_0057.jpg,sadness,4,0.0,anger,12,0.691,,
valid/sadness/test_sadness_0036.jpg,sadness,4,0.0,anger,12,0.747,,
valid/sadness/train_sadness_0023.jpg,sadness,4,0.0,surprise,12,0.896,,
valid/surprise/train_surprise_0021.jpg,surprise,4,0.0,natural,9,0.696,sadness:2,
test/joy/train_joy_0045.jpg,joy,4,0.0,natural,12,0.745,,
test/sadness/test_sadness_0016.jpg,sadness,4,0.0,anger,12,0.709,,
test/sadness/test_sadness_0055.jpg,sadness,4,0.0,anger,12,0.739,,
test/sadness/train_sadness_0041.jpg,sadness,4,0.0,surprise,12,0.71,,
test/sadness/train_sadness_0029.jpg,sadness,4,0.0,anger,12,0.863,,
test/surprise/train_surprise_0021.jpg,surprise,4,0.0,sadness,11,0.659,natural:1,
